order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20251001-929724,2025-10-01T13:35:43.285265,REST-SHJ-001,CUST-10424,delivery,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.26, ""subtotal"": 41.26}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.78, ""subtotal"": 39.78}]",81.04,cash,completed,2025-10-01T13:35:43.285265
ORD-20251001-805838,2025-10-01T13:55:49.285265,REST-DXB-002,CUST-10212,dine_in,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.37, ""subtotal"": 46.11}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.11, ""subtotal"": 18.22}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 47.69, ""subtotal"": 143.07}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.18, ""subtotal"": 114.54}]",321.94,card,delivered,2025-10-01T13:55:49.285265
ORD-20251001-161181,2025-10-01T14:04:02.285265,REST-SHJ-001,CUST-10224,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.27, ""subtotal"": 18.27}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.26, ""subtotal"": 41.26}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 36.57, ""subtotal"": 109.71}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.9, ""subtotal"": 17.9}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.91, ""subtotal"": 17.91}]",205.05,cash,delivered,2025-10-01T14:04:02.285265
ORD-20251001-386434,2025-10-01T14:38:50.285265,REST-SHJ-001,CUST-10245,dine_in,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 53.11, ""subtotal"": 159.33}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.75, ""subtotal"": 43.75}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.04, ""subtotal"": 20.04}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.74, ""subtotal"": 45.74}]",268.86,wallet,delivered,2025-10-01T14:38:50.285265
ORD-20251001-213958,2025-10-01T15:53:14.285265,REST-SHJ-001,CUST-10192,dine_in,"[{""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.26, ""subtotal"": 41.26}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.24, ""subtotal"": 45.72}]",86.98,card,delivered,2025-10-01T15:53:14.285265
ORD-20251001-272332,2025-10-01T16:01:41.285265,REST-DXB-001,CUST-10401,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.33, ""subtotal"": 12.33}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.82, ""subtotal"": 17.64}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 36.27, ""subtotal"": 36.27}]",66.24,card,completed,2025-10-01T16:01:41.285265
ORD-20251001-189680,2025-10-01T16:13:46.285265,REST-AUH-001,CUST-10460,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.5, ""subtotal"": 23.0}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.32, ""subtotal"": 12.32}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.29, ""subtotal"": 17.29}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 5.9, ""subtotal"": 5.9}]",58.51,card,delivered,2025-10-01T16:13:46.285265
ORD-20251001-238913,2025-10-01T16:52:16.285265,REST-AUH-001,CUST-10166,dine_in,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.02, ""subtotal"": 39.02}]",39.02,card,completed,2025-10-01T16:52:16.285265
ORD-20251001-334418,2025-10-01T17:05:17.285265,REST-AUH-002,CUST-10172,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.83, ""subtotal"": 65.49}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.8, ""subtotal"": 116.4}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 45.71, ""subtotal"": 137.13}]",319.02,card,delivered,2025-10-01T17:05:17.285265
ORD-20251001-347285,2025-10-01T17:52:56.285265,REST-DXB-002,CUST-10147,dine_in,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 34.27, ""subtotal"": 34.27}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 53.11, ""subtotal"": 53.11}]",87.38,card,completed,2025-10-01T17:52:56.285265
ORD-20251001-613578,2025-10-01T17:57:32.285265,REST-DXB-002,CUST-10321,delivery,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.37, ""subtotal"": 30.74}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.54, ""subtotal"": 129.08}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 37.42, ""subtotal"": 112.26}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.92, ""subtotal"": 7.92}]",280.0,cash,delivered,2025-10-01T17:57:32.285265
ORD-20251001-156198,2025-10-01T18:03:07.285265,REST-AUH-002,CUST-10236,dine_in,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 44.68, ""subtotal"": 44.68}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.83, ""subtotal"": 21.83}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 45.71, ""subtotal"": 137.13}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 63.72, ""subtotal"": 191.16}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 46.28, ""subtotal"": 138.84}]",533.64,wallet,delivered,2025-10-01T18:03:07.285265
ORD-20251001-746347,2025-10-01T18:05:28.285265,REST-AUH-001,CUST-10140,takeaway,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 39.02, ""subtotal"": 39.02}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.29, ""subtotal"": 34.58}]",73.6,card,delivered,2025-10-01T18:05:28.285265
ORD-20251001-213099,2025-10-01T18:29:15.285265,REST-AUH-002,CUST-10261,takeaway,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.72, ""subtotal"": 47.16}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 40.06, ""subtotal"": 80.12}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 19.64, ""subtotal"": 58.92}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 21.83, ""subtotal"": 43.66}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.91, ""subtotal"": 79.82}]",309.68,card,completed,2025-10-01T18:29:15.285265
ORD-20251001-856527,2025-10-01T18:38:54.285265,REST-DXB-001,CUST-10499,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.33, ""subtotal"": 12.33}]",12.33,cash,delivered,2025-10-01T18:38:54.285265
ORD-20251001-240029,2025-10-01T18:44:42.285265,REST-DXB-001,CUST-10152,delivery,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.57, ""subtotal"": 79.14}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.16, ""subtotal"": 86.32}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.65, ""subtotal"": 19.3}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 34.61, ""subtotal"": 34.61}]",219.37,wallet,delivered,2025-10-01T18:44:42.285265
ORD-20251001-815004,2025-10-01T19:31:37.285265,REST-SHJ-001,CUST-10469,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.3, ""subtotal"": 8.3}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.43, ""subtotal"": 42.43}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.78, ""subtotal"": 79.56}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 36.45, ""subtotal"": 72.9}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.54, ""subtotal"": 11.54}]",214.73,wallet,completed,2025-10-01T19:31:37.285265
ORD-20251001-400549,2025-10-01T19:42:23.285265,REST-DXB-002,CUST-10450,takeaway,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 19.03, ""subtotal"": 57.09}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.14, ""subtotal"": 39.14}]",96.23,cash,delivered,2025-10-01T19:42:23.285265
ORD-20251001-160127,2025-10-01T19:50:57.285265,REST-AUH-002,CUST-10408,delivery,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.68, ""subtotal"": 134.04}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.91, ""subtotal"": 11.82}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.18, ""subtotal"": 27.54}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 35.72, ""subtotal"": 71.44}]",244.84,wallet,delivered,2025-10-01T19:50:57.285265
ORD-20251001-810749,2025-10-01T20:00:11.285265,REST-AUH-001,CUST-10090,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.5, ""subtotal"": 23.0}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.72, ""subtotal"": 134.16}]",157.16,wallet,delivered,2025-10-01T20:00:11.285265
ORD-20251001-962247,2025-10-01T20:07:39.285265,REST-AUH-002,CUST-10317,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.81, ""subtotal"": 56.43}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.24, ""subtotal"": 36.72}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.7, ""subtotal"": 37.4}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 63.72, ""subtotal"": 127.44}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 21.83, ""subtotal"": 65.49}]",323.48,card,delivered,2025-10-01T20:07:39.285265
ORD-20251001-325568,2025-10-01T20:14:00.285265,REST-SHJ-001,CUST-10416,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.19, ""subtotal"": 162.57}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.19, ""subtotal"": 45.57}]",208.14,card,delivered,2025-10-01T20:14:00.285265
ORD-20251001-241765,2025-10-01T20:48:37.285265,REST-AUH-001,CUST-10193,takeaway,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 55.4, ""subtotal"": 110.8}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 22.78, ""subtotal"": 22.78}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.08, ""subtotal"": 123.24}]",256.82,card,delivered,2025-10-01T20:48:37.285265
ORD-20251001-554889,2025-10-01T21:46:31.285265,REST-DXB-002,CUST-10385,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.48, ""subtotal"": 42.96}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.69, ""subtotal"": 47.69}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.11, ""subtotal"": 18.22}]",108.87,cash,delivered,2025-10-01T21:46:31.285265
ORD-20251001-377653,2025-10-01T22:02:35.285265,REST-DXB-001,CUST-10384,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 54.68, ""subtotal"": 109.36}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 66.53, ""subtotal"": 199.59}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.47, ""subtotal"": 37.41}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.99, ""subtotal"": 11.98}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.16, ""subtotal"": 86.32}]",444.66,cash,delivered,2025-10-01T22:02:35.285265
ORD-20251001-330533,2025-10-01T22:18:18.285265,REST-DXB-001,CUST-10064,takeaway,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 39.57, ""subtotal"": 118.71}]",118.71,cash,completed,2025-10-01T22:18:18.285265
ORD-20251001-413547,2025-10-01T22:51:56.285265,REST-AUH-002,CUST-10020,dine_in,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.81, ""subtotal"": 37.62}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 7.82, ""subtotal"": 15.64}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 55.9, ""subtotal"": 111.8}]",165.06,card,delivered,2025-10-01T22:51:56.285265
ORD-20251002-807999,2025-10-02T10:05:31.285265,REST-DXB-002,CUST-10272,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 7.92, ""subtotal"": 7.92}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.89, ""subtotal"": 43.89}]",51.81,wallet,delivered,2025-10-02T10:05:31.285265
ORD-20251002-987050,2025-10-02T10:18:36.285265,REST-SHJ-001,CUST-10034,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 17.9, ""subtotal"": 17.9}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.54, ""subtotal"": 23.08}]",40.98,card,delivered,2025-10-02T10:18:36.285265
ORD-20251002-482124,2025-10-02T10:21:40.285265,REST-AUH-002,CUST-10461,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 35.72, ""subtotal"": 71.44}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.68, ""subtotal"": 134.04}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 38.02, ""subtotal"": 114.06}]",319.54,cash,completed,2025-10-02T10:21:40.285265
